User,Target,Source
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.139.235
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.139.208
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.136.126
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.168.26
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.168.215
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.141.44
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.132.92
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.143.10
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.128.198
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.173.116
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.128.71
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.174.204
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.128.154
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.143.18
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.129.229
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.131.212
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.171.137
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.172.46
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.175.157
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.133.78
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.136.168
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.168.245
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.168.145
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.136.80
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.138.38
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.138.233
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.137.190
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.136.157
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.139.113
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.138.41
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.167.239
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.164.28
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.168.125
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.129.222
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.164.216
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.131.58
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.133.124
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.167.249
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.168.70
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.170.83
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.172.39
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.170.143
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.133.93
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.170.203
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.168.82
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.169.114
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.138.179
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.137.40
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.170.148
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.137.145
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.169.87
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.140.187
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.140.53
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.141.126
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.139.174
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.173.58
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.143.48
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.172.242
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.174.102
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.129.100
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.128.39
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.174.95
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.128.116
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.131.248
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.175.57
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.175.32
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.164.227
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.162.8
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.163.49
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.166.191
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.162.149
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.133.107
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.168.128
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.137.109
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.164.13
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.164.221
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.164.24
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.171.184
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.172.19
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.168.144
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.165.13
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.165.79
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.131.121
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.139.120
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.130.34
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.160.160
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.160.211
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.136.189
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.132.1
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.172.5
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.138.123
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.173.143
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.175.102
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.136.98
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.172.215
 MWV\FTP_SVC ,EWS-PGH1-EFTP1, 172.19.142.28
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.162.251
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.128.202
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.142.6
 MWV\ftp_svc ,EWS-PGH1-EFTP1, 172.19.142.163
 WESTROCK\svc_rbe_win ,EWS-PGH1-ESMPD, 10.163.12.103
 WESTROCK\svcctmagent ,EWS-PGH1-ORAP5, 10.40.21.91
 WESTROCK\svc_rbe_win ,EWS-PGH1-PIHP1, 10.163.12.6
 WESTROCK\svcSQL-dspi ,EWS-PGH1-PQDQ3, 10.22.5.182
 WESTROCK\svcSQL-PSMeridium ,EWS-PGH1-PRDR1, 10.163.62.39
 WESTROCK\svcSQL-PSMeridium ,EWS-PGH1-PRDR1, 10.163.62.198
 WESTROCK\svcSQL-PSKProdApps ,EWS-PGH1-PSDP1, 10.163.12.4
 WESTROCK\svcSQL-PSKProdApps ,EWS-PGH1-PSDP1, 10.163.12.29
 WESTROCK\svcSQL-PSKProdApps ,EWS-PGH1-PSDP1, 10.163.12.74
 WESTROCK\svcctmagent ,EWS-PGH1-PTBQD, 172.30.44.145
 WESTROCK\svcpi-3701 ,EWS-PGH1-PTQQC, 172.27.93.195
 WESTROCK\svcopticov ,EWS-PGH1-PTQQC, 172.27.93.195
 WESTROCK\svc_rbe_win ,EWS-PGH1-RINP2, 10.163.12.89
 EWS-PGH1-SNDP1\ServiceNowADM ,EWS-PGH1-SNDP1, 10.21.4.7
 EWS-PGH1-SNDP1\ServiceNowADM ,EWS-PGH1-SNDP1, 10.220.114.255
 WESTROCK\svc_rbe_win ,EWS-PGH1-SNDP1, 10.163.12.79
 WESTROCK\svcSQL-dsbat ,EWS-PGH1-SQLD5, 10.22.5.182
 WESTROCK\svcSQL-dsbat ,EWS-PGH1-SQLD5, 172.30.27.161
 WESTROCK\svcSQL-DSBAT ,EWS-PGH1-SQLD5, 10.163.12.6
 WESTROCK\svcSQL-DSBAT ,EWS-PGH1-SQLD5, 10.163.12.111
 WESTROCK\svcSQL-DSIDevApps ,EWS-PGH1-SQLDG, 10.163.12.61
 WESTROCK\svcsql-pagbat ,EWS-PGH1-SQLP5, 10.161.33.1
 WESTROCK\svc_rbe_win ,EWS-PGH1-SQLP5, 10.163.12.103
 WESTROCK\svcSQL-PSIProdApps ,EWS-PGH1-SQLPG, 10.163.62.76
 WESTROCK\svcSQL-PSIProdApps ,EWS-PGH1-SQLPG, 10.163.62.96
 WESTROCK\svc_rbe_win ,EWS-PGH1-SQLPG, 10.163.12.99
 WESTROCK\svcSQL-DAGSANDBOX ,EWS-PGH1-SQLS5, 10.22.210.207
 WESTROCK\svcSQL-DAGSANDBOX ,EWS-PGH1-SQLS5, 10.22.210.195
 WESTROCK\svcSQL-DAGSANDBOX ,EWS-PGH1-SQLS5, 10.163.12.20
 WESTROCK\svcSQL-DSSANDBOX ,EWS-PGH1-SQLS5, 10.161.33.1
 WESTROCK\svcSQL-DAGSANDBOX ,EWS-PGH1-SQLS5, 10.161.33.1
 WESTROCK\svcSQL-DSSANDBOX ,EWS-PGH1-SQLS5, 10.163.12.111
 WESTROCK\svc_rbe_win ,EWS-PGH1-TWDP1, 10.163.12.103
 GROUP\g-SVC-COBD1 ,FR-SVC1-L005, LOCAL
 GROUP\g-svc-cobd1 ,FR-SVC1-L005, LOCAL
 GROUP\g-svc-cobd1 ,FR-SVC1-W001, LOCAL
 GROUP\G-SVC-COBD1 ,FR-SVC1-W001, LOCAL
 GROUP\g-svccobd2 ,FR-SVC1-W002, LOCAL
 GROUP\g-fr-svc1-kba ,FR-SVC1-W009, LOCAL
 GRUPOGONDI\fsso.svc ,GGANS-FSSO01, 10.52.52.201
 GRUPOGONDI\fsso.svc ,GGANS-FSSO01, 10.240.0.1
 GRUPOGONDI\fsso.svc ,GGANS-FSSO01, 10.240.0.12
 GRUPOGONDI\fsso.svc ,GGANS-FSSO01, 10.240.0.13
 GRUPOGONDI\fsso.svc ,GGANS-FSSO01, 10.240.0.7
 GRUPOGONDI\fsso.svc ,GGANS-FSSO01, 10.240.0.11
 GRUPOGONDI\fsso.svc ,GGANS-FSSO01, 10.240.0.10
 GRUPOGONDI\fsso.svc ,GGANS-FSSO01, 10.240.0.5
 GRUPOGONDI\fsso.svc ,GGANS-FSSO01, 10.240.0.24
 GRUPOGONDI\fsso.svc ,GGANS-FSSO01, 10.240.0.9
 GRUPOGONDI\fsso.svc ,GGANS-FSSO01, 10.240.0.2
 GRUPOGONDI\fsso.svc ,GGANS-FSSO01, 10.240.0.8
 GRUPOGONDI\fsso.svc ,GGANS-FSSO01, 10.240.0.25
 GRUPOGONDI\fsso.svc ,GGANS-FSSO01, 10.240.0.18
 GRUPOGONDI\fsso.svc ,GGANS-FSSO01, 10.240.0.14
 GRUPOGONDI\fsso.svc ,GGANS-FSSO01, 10.240.0.15
 GRUPOGONDI\fsso.svc ,GGANS-FSSO01, 10.240.0.23
 GRUPOGONDI\fsso.svc ,GGANS-FSSO01, 10.240.0.3
 GGEMN-KODAK01\KodakService ,GGEMN-KODAK01, 10.52.52.201
 GGEMN-KODAK01\KodakService ,GGEMN-KODAK01, 10.53.54.2
 GGEMN-KODAK01\KodakService ,GGEMN-KODAK01, 10.240.0.15
 GGGYAC-H2H02\SvcCOPSSH ,GGGYAC-H2H02, 10.7.7.41
 GGGYAC-H2H02\SvcCOPSSH ,GGGYAC-H2H02, 10.240.0.35
 GGGYAC-H2H02\SvcCOPSSH ,GGGYAC-H2H02, 10.7.20.7
 GGGYAC-H2H02\SvcCOPSSH ,GGGYAC-H2H02, 10.240.0.32
 GGGYAC-H2H02\SvcCOPSSH ,GGGYAC-H2H02, 10.7.7.39
 GGGYAC-H2H02\SAPServicePRD ,GGGYAC-H2H02, 10.10.7.106
 GGGYAC-H2H02\SvcCOPSSH ,GGGYAC-H2H02, 10.7.7.129
 GGGYAC-H2H02\SvcCOPSSH ,GGGYAC-H2H02, 10.7.7.16
 GGGYAC-H2H02\SvcCOPSSH ,GGGYAC-H2H02, 10.240.0.8
 GGGYAC-H2H02\SvcCOPSSH ,GGGYAC-H2H02, 10.240.0.39
 GGGYAC-H2H02\SvcCOPSSH ,GGGYAC-H2H02, 10.240.0.25
 GGGYAC-H2H02\SvcCOPSSH ,GGGYAC-H2H02, 10.240.0.43
 GGGYAC-H2H02\SvcCOPSSH ,GGGYAC-H2H02, 10.240.0.19
 GGGYAC-H2H02\SvcCOPSSH ,GGGYAC-H2H02, 10.240.0.6
 GGGYAC-H2H02\SvcCOPSSH ,GGGYAC-H2H02, 10.240.0.2
 GGGYAC-H2H02\SvcCOPSSH ,GGGYAC-H2H02, 10.7.10.151
 GGGYAC-H2H02\SvcCOPSSH ,GGGYAC-H2H02, 10.240.0.30
 GGGYAC-H2H02\SvcCOPSSH ,GGGYAC-H2H02, 10.7.7.17
 GGGYAC-H2H02\SvcCOPSSH ,GGGYAC-H2H02, 10.13.20.171
 GGGYAC-H2H02\SvcCOPSSH ,GGGYAC-H2H02, 10.52.135.51
 GGGYAC-H2H02\SvcCOPSSH ,GGGYAC-H2H02, 10.52.135.100
 GGGYAC-H2H02\SvcCOPSSH ,GGGYAC-H2H02, 10.52.135.108
 GGGYAC-H2H02\SvcCOPSSH ,GGGYAC-H2H02, 10.52.135.65
 GGGYAC-H2H02\SvcCOPSSH ,GGGYAC-H2H02, 10.240.0.17
 GGGYAC-H2H02\SvcCOPSSH ,GGGYAC-H2H02, 10.240.0.5
 GGGYAC-H2H02\SvcCOPSSH ,GGGYAC-H2H02, 10.240.0.3
 GGGYAC-H2H02\SvcCOPSSH ,GGGYAC-H2H02, 10.240.0.10
 GGGYAC-H2H02\SvcCOPSSH ,GGGYAC-H2H02, 10.240.0.15
 GGGYAC-H2H02\SvcCOPSSH ,GGGYAC-H2H02, 10.240.0.22
 GGGYAC-H2H02\SvcCOPSSH ,GGGYAC-H2H02, 10.240.0.16
 GGGYAC-H2H02\SvcCOPSSH ,GGGYAC-H2H02, 10.52.135.41
 GGGYAC-H2H02\SvcCOPSSH ,GGGYAC-H2H02, 10.52.135.61
 GGGYAC-H2H02\SvcCOPSSH ,GGGYAC-H2H02, 10.52.135.54
 GGGYAC-H2H02\SvcCOPSSH ,GGGYAC-H2H02, 10.52.135.18
 GGGYAC-H2H02\SvcCOPSSH ,GGGYAC-H2H02, 10.52.135.78
 GGGYAC-H2H02\SvcCOPSSH ,GGGYAC-H2H02, 10.52.148.12
 GGMP7-FPS02\SAPServicePRD ,GGMP7-FPS02, 10.240.0.53
 GGMP7-FPS02\SAPServicePRD ,GGMP7-FPS02, 10.240.0.7
 GGMP7-FPS02\SAPServicePRD ,GGMP7-FPS02, 10.240.0.179
 GGMP7-FPS02\SAPServicePRD ,GGMP7-FPS02, 10.240.0.2
 GGPCD-KODAK01\KodakService ,GGPCD-KODAK01, LOCAL
 HW21209-28\InSiteService ,HW21209-28, 192.168.2.100
 HW31037-59\KodakService ,HW31037-59, LOCAL
 HW32997-79\KodakService ,HW32997-79, 172.30.21.198
 GROUP\servicesck ,IE-COR2-W10824, LOCAL
 GROUP\Servicesck ,IE-COR2-W10824, LOCAL
 GROUP\servicesck ,IE-DUB3-M254, null
 WESTROCK\svc-ctera ,IEDUFP02, 10.1.144.76
 WESTROCK\svccterafileservices ,IEDUFP02, 172.27.58.138
 WESTROCK\svccterafileservices ,IEDUFP02, 172.30.34.216
 WESTROCK\svccterafileservices ,IELKFP02, 172.30.43.130
 GROUP\s1-it-bad1-services ,IT-BAD1-M011, LOCAL
 JPYB4W2\KodakService ,JPYB4W2, 172.30.21.198
 WESTROCK\svcprismprod ,JSERVTS02, 172.19.168.28
 WESTROCK\svcprismprod ,JSERVTS02, 10.200.33.158
 WESTROCK\svcprismprod ,JSERVTS02, 172.19.134.136
 WESTROCK\SVCPRISMPROD ,JSERVTS02, 172.19.141.78
 WESTROCK\SVCPRISMPROD ,JSERVTS02, 172.19.140.1
 WESTROCK\svcprismprod ,JSERVTS02, 172.19.175.145
 WESTROCK\svcprismprod ,JSERVTS02, 172.19.171.150
 WESTROCK\svcprismprod ,JSERVTS02, 172.19.175.5
 WESTROCK\svcprismprod ,JSERVTS02, 172.19.134.192
 WESTROCK\svcprismprod ,JSERVTS02, 172.19.161.197
 WESTROCK\svcprismprod ,JSERVTS02, 172.19.163.81
 WESTROCK\svcprismprod ,JSERVTS02, 172.19.136.139
 WESTROCK\svcprismprod ,JSERVTS02, 172.19.169.97
 WESTROCK\svcprismprod ,JSERVTS02, 172.19.165.34
 WESTROCK\svcprismprod ,JSERVTS02, 172.19.175.79
 WESTROCK\svcprismprod ,JSERVTS02, 172.19.161.200
 WESTROCK\svcprismprod ,JSERVTS02, 172.19.169.136
 WESTROCK\svcprismprod ,JSERVTS02, 172.19.137.107
 WESTROCK\svcprismprod ,JSERVTS02, 172.19.168.33
 WESTROCK\svcprismprod ,JSERVTS02, 172.19.139.239
 LABELFIRE\svcbgsystem.ukbo6770 ,LABELFIRE, 172.30.160.118
 LABELFIRE\svcbgsystem.ukbo6770 ,LABELFIRE, 10.119.21.216
 LABELFIRE\svcbgsystem.ukbo6770 ,LABELFIRE, 172.30.160.20
 WESTROCK\svcbgsystem.ukbo6770 ,LABELFIRE, 172.30.160.85
 WESTROCK\svcbgsystem.ukbo6770 ,LABELFIRE, 172.30.160.253
 WESTROCK\svcbgsystem.ukbo6770 ,LABELFIRE, 10.119.21.216
 WESTROCK\svcbgsystem.ukbo6770 ,LABELFIRE, 172.30.160.216
 WESTROCK\svcbgsystem.ukbo6770 ,LABELFIRE, 172.30.160.171
 WESTROCK\svcbgsystem.ukbo6770 ,LABELFIRE, 172.30.160.82
 WESTROCK\svcbgsystem.ukbo6770 ,LABELFIRE, 172.30.160.63
 WESTROCK\svcbgsystem.ukbo6770 ,LABELFIRE, 172.30.160.125
 WESTROCK\svcbgsystem.ukbo6770 ,LABELFIRE, 172.30.160.153
 WESTROCK\svcbgsystem.ukbo6770 ,LABELFIRE, 172.30.160.132
 WESTROCK\svc_rbe_win ,LN-AP30106, 10.163.12.99
 AD\services.qmmad ,LN-SQ19241, 10.16.0.131
 WESTROCK\svckeyfactor ,LN-WB0081, 172.30.44.61
 AD\services.qmmad ,LN-WB19240, 10.16.0.100
 KAPSTONE\svcLVWnvr ,LVWSNVRRS02, 172.30.41.207
 KAPSTONE\svclvwnvr ,LVWVNVRAS01, LOCAL
 KAPSTONE\svclvwnvr ,LVWVNVRMS01, LOCAL
 WESTROCK\svc_rbe_win ,LVWVNVRMS01, 10.163.12.88
 WESTROCK\svc_rbe_win ,LVWVNVRMS01, 10.163.12.6
 LVWVRBM10\OpcService ,LVWVRBM10, 172.30.42.93
 LVWVRBM10\OpcService ,LVWVRBM10, 172.27.85.213
 LVWVRBM10\OpcService ,LVWVRBM10, 10.108.125.188
 LVWVRBM11\OpcService ,LVWVRBM11, 172.19.1.104
 LVWVRBM11\OpcService ,LVWVRBM11, 172.27.85.213
 LVWVRBM11\OpcService ,LVWVRBM11, 10.108.125.188
 LVWVRBM12\OpcService ,LVWVRBM12, 172.30.42.93
 LVWVRBM12\OpcService ,LVWVRBM12, 10.108.125.188
 WESTROCK\svc_rbe_win ,LVWVRBM12, 10.163.12.99
 LVWVRBM13\OpcService ,LVWVRBM13, 172.30.42.93
 LVWVRBM13\OpcService ,LVWVRBM13, 172.30.38.135
 LVWVRBM13\OpcService ,LVWVRBM13, 172.27.85.213
 LVWVRBM13\OpcService ,LVWVRBM13, 10.108.125.188
 WESTROCK\svcbot074p ,MC000135178P, 10.160.34.236
 WESTROCK\svcbot074p ,MC000135179P, 10.160.34.236
 WESTROCK\svcbot074p ,MC000135179P, 10.160.2.73
 WESTROCK\svcbot074p ,MC000135181P, 10.160.2.73
 WESTROCK\svcbot074p ,MC000135182P, 10.160.34.236
 WESTROCK\svcbot074p ,MC000135182P, 10.160.2.73
 WESTROCK\svcbot074p ,MC000135188P, 10.160.34.236
 WESTROCK\svcadmt ,MS00010008P, 172.27.70.104
 WESTROCK\svcadmt ,MS00010008P, 172.27.65.252
 WESTROCK\svcadmt ,MS00010008P, 172.27.81.76
 WESTROCK\svcadmt ,MS00010008P, 172.27.83.115
 WESTROCK\svcadmt ,MS00010008P, 172.30.44.174
 WESTROCK\svcadmt ,MS00010008P, 172.27.66.167
 WESTROCK\svcadmt ,MS00010008P, 172.30.42.234
 WESTROCK\svcadmt ,MS00010008P, 172.27.87.131
 WESTROCK\svcadmt ,MS00010008P, 172.27.86.207
 WESTROCK\svcadmt ,MS00010008P, 172.27.66.99
 WESTROCK\svcADMT ,MS00010008P, 10.162.67.138
 WESTROCK\svcADMT ,MS00010008P, 10.163.48.139
 WESTROCK\svcADMT ,MS00010008P, 10.163.48.167
 WESTROCK\svcadmt ,MS00010008P, 172.27.51.217
 WESTROCK\svcadmt ,MS00010008P, 172.27.90.15
 WESTROCK\SVCADMT ,MS00010008P, 172.27.58.249
 WESTROCK\SVCADMT ,MS00010008P, 172.27.39.86
 WESTROCK\svccterafileservices ,MS00010063P, 10.1.27.80
 WESTROCK\svcCTERAFileServices ,MS00010103P, 172.27.79.54
 WESTROCK\svcCTERAFileServices ,MS00010103P, 172.27.67.163
 WESTROCK\svc-ctera ,MS00010103P, 10.1.144.76
 WESTROCK\svcCTERAFileServices ,MS00010103P, 172.27.58.219
 WESTROCK\svccterafileservices ,MS00010103P, 172.30.42.210
 WESTROCK\svcCTERAFileServices ,MS00010103P, 172.27.58.245
 WESTROCK\svcCTERAFileServices ,MS00010103P, 172.19.140.236
 WESTROCK\svccterafileservices ,MS00010105P, 172.27.56.71
 WESTROCK\svccterafileservices ,MS00010108P, 172.19.141.98
 WESTROCK\svccterafileservices ,MS00010108P, 172.19.160.44
 WESTROCK\svccterafileservices ,MS00010108P, 172.19.129.148
 WESTROCK\svccterafileservices ,MS00010108P, 172.19.143.141
 WESTROCK\svccterafileservices ,MS00010108P, 172.19.134.184
 WESTROCK\svccterafileservices ,MS00010704P, 172.19.140.236
 WESTROCK\svc_logicmonitor_wmi ,MS00010731T, 172.30.160.61
 WESTROCK\svcCTERAFileServices ,MS00010805P, 172.30.32.227
 WESTROCK\svc_rbe_win ,MS00010901P, 10.163.12.99
 ROCKTENN\svcsql-shipping ,MS00011003P, 10.22.5.79
 WESTROCK\svcdwetluser ,MS00011004P, 172.30.47.159
 ROCKTENN\svcpswinscan ,MS00011004P, 10.163.48.139
 WESTROCK\svcdwetluser ,MS00011004P, 172.27.91.217
 WESTROCK\svc_rbe_win ,MS00011004P, 10.163.12.94
 WESTROCK\svcSQL-PAGVienna ,MS00011005P, 10.1.168.113
 WESTROCK\svcclipush ,MS00011009P, 10.163.12.89
 WESTROCK\svcCtxService ,MS00011011P, 10.22.5.100
 WESTROCK\svcCtxService ,MS00011011P, 10.22.5.178
 WESTROCK\svcCtxService ,MS00011011P, 172.30.132.132
 WESTROCKDEV\svcsql-adsync ,MS00011016D, 10.22.5.28
 WESTROCKDEV\svcsql-adsync ,MS00011016D, 172.30.142.133
 WESTROCKDEV\svcsql-adsync ,MS00011016D, 172.30.42.238
 WESTROCK\svcSQL-PAGBAT ,MS00011025P, 10.161.33.1
 WESTROCK\svcSQL-DSOpentxtDM5 ,MS00011043D, 10.163.12.69
 WESTROCK\svc-sqlpagcomppro ,MS00011060D, 10.1.167.132
 WESTROCK\svc-SQLPAGCompPRO ,MS00011074P, 10.161.33.1
 WESTROCK\svcsql-pagcomppro ,MS00011074P, 10.161.33.1
 WESTROCK\svc-sqlPAGCOMPPRO ,MS00011074P, 10.161.33.1
 WESTROCK\svcCforiaDV ,MS00011078D, 172.30.40.211
 WESTROCK\svcCforiadv ,MS00011078D, 172.30.41.185
 WESTROCK\svccforia ,MS00011078D, 172.30.42.52
 WESTROCK\svcCforiaDv ,MS00011078D, 172.27.95.68
 WESTROCK\svccforiadv ,MS00011078D, 172.27.59.7
 WESTROCK\svcjdeapps ,MS00011079P, 10.163.3.105
 WESTROCK\svcSQL-PAGCForia ,MS00011079P, 10.161.33.1
 WESTROCK\svcSQL-DISPxyJObScop ,MS00011084D, 172.30.134.127
 WESTROCK\svcSQL-PSReportFarm ,MS00011087P, 10.160.1.247
 WESTROCK\svcsql-pagsharepnt ,MS00011091P, 10.163.12.20
 WESTROCK\svcsql-pagsharepnt ,MS00011091P, 10.161.33.1
 WESTROCK\svc_ccure ,MS00011120P, 10.144.8.229
 WESTROCK\svc_ccure ,MS00011120P, 172.30.33.23
 WESTROCK\svc_ccure ,MS00011120P, 172.27.72.15
 WESTROCK\svc_ccure ,MS00011120P, 172.27.90.204
 WESTROCK\svc_ccure ,MS00011120P, 10.220.28.205
 WESTROCK\svc_ccure ,MS00011120P, 172.27.36.175
 WESTROCK\svc_ccure ,MS00011120P, 10.1.158.99
 WESTROCK\svc_ccure ,MS00011120P, 172.19.139.85
 WESTROCK\svc_ccure ,MS00011120P, 172.19.172.105
 WESTROCK\svc_ccure ,MS00011120P, 10.144.209.185
 WESTROCK\svc_ccure ,MS00011121P, 172.19.133.98
 WESTROCK\svc_ccure ,MS00011121P, 172.19.137.41
 WESTROCK\svc_ccure ,MS00011121P, 172.19.170.209
 WESTROCK\svc_ccure ,MS00011121P, 172.19.141.60
 WESTROCK\svc_ccure ,MS00011121P, 172.19.175.123
 WESTROCK\svc_ccure ,MS00011121P, 172.19.135.21
 WESTROCK\svc_ccure ,MS00011121P, 172.19.136.26
 WESTROCK\svc_ccure ,MS00011121P, 172.19.172.105
 WESTROCK\svc_ccure ,MS00011121P, 172.19.165.46
 WESTROCK\svc_ccure ,MS00011121P, 172.19.141.8
 WESTROCK\svc_ccure ,MS00011121P, 10.144.209.185
 WESTROCK\svc_ccure ,MS00011121P, 172.19.167.226
 WESTROCK\svc_ccure ,MS00011121P, 172.19.143.72
 WESTROCK\svc_ccure ,MS00011121P, 172.19.137.157
 WESTROCK\svc_ccure ,MS00011121P, 172.19.137.91
 WESTROCK\svc_ccure ,MS00011121P, 172.19.139.127
 WESTROCK\svc_ccure ,MS00011121P, 172.19.132.196
 WESTROCK\svc_ccure ,MS00011121P, 172.19.173.36
 WESTROCK\SVCSQL-PSLNWEBAPPS ,MS00011138P, 10.163.62.39
 WESTROCK\svcsql-paglnwebapps ,MS00011138P, 10.163.62.96
 WESTROCK\svcMPSEDIAuxDev ,MS00012001T, 172.30.47.124
 WESTROCK\svcMPSEDIAuxDev ,MS00012001T, 172.27.64.74
 WESTROCK\svcMPSEDIhqDev ,MS00012002T, 172.27.64.74
 WESTROCK\svcMPSEDIhqDev ,MS00012003T, 172.27.64.74
